"id:ID","label","identifier","notation","alt_label","pref_label","definition","extensible","uuid","uri"
"1485","Netherlands","C16903","NLD","['NLD', 'NETHERLANDS']","Netherlands","A country in Western Europe, bordering the North Sea, between Belgium and Germany.","False","8906d0cd-7cdd-41b7-8afc-30788495c70c","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16903"
"1486","Norway","C16920","NOR","['NOR', 'NORWAY']","Norway","A country in Northern Europe, bordering the North Sea and the North Atlantic Ocean, west of Sweden.","False","990b44e4-f2a7-4b17-acdf-8e06ea6de77e","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16920"
"1487","Nepal","C16901","NPL","['NPL', 'NEPAL']","Nepal","A country in Southern Asia, between China and India.","False","d6393252-f468-4312-a675-9e6e560683e3","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16901"
"1488","Nauru","C16896","NRU","['NRU', 'NAURU']","Nauru","A country in Oceania, occupying an island in the South Pacific Ocean, south of the Marshall Islands.","False","b245b3c9-838a-4fd4-8f27-9dec48cae5d1","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16896"
"1489","New Zealand","C16914","NZL","['NZL', 'NEW ZEALAND']","New Zealand","A country in the Pacific, comprised of islands in the South Pacific Ocean, southeast of Australia.","False","9fe67dcb-2cf9-4ec6-8678-13d07edb37e1","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16914"
"1490","Oman","C16933","OMN","['OMN', 'OMAN']","Oman","A country in the Middle East, bordering the Arabian Sea, Gulf of Oman, and Persian Gulf, between Yemen and the United Arab Emirates.","False","3f909bd2-29dc-4562-9d24-e519dc8ad7ae","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16933"
"1491","Pakistan","C16949","PAK","['PAK', 'PAKISTAN']","Pakistan","A country in Southern Asia, bordering the Arabian Sea, between India on the east and Iran and Afghanistan on the west and China in the north.","False","1ba8c280-7eb4-46cf-ac99-9bfbc874f6f8","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16949"
"1492","Panama","C16951","PAN","['PAN', 'PANAMA']","Panama","A country in Central America, bordering both the Caribbean Sea and the North Pacific Ocean, between Colombia and Costa Rica.","False","3f0c5307-d9a7-419a-ba56-7ec1f7bfbdd0","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16951"
"1493","Pitcairn Island","C16993","PCN","['PCN', 'PITCAIRN']","Pitcairn Island","A country in the Pacific, comprised of islands in the South Pacific Ocean, about midway between Peru and New Zealand.","False","e0555d16-74e4-41c5-8426-1b09153405a3","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16993"
"1494","Peru","C16972","PER","['PER', 'PERU']","Peru","A country in Western South America, bordering the South Pacific Ocean, between Chile and Ecuador.","False","83d03939-209e-4331-adcf-6986d9b18bf9","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16972"
"1495","Philippines","C16978","PHL","['PHL', 'PHILIPPINES']","Philippines","A country in Southeastern Asia, comprised of an archipelago between the Philippine Sea and the South China Sea, east of Vietnam.","False","ca1c6fef-d2bd-4a62-a403-956d8362d23e","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16978"
"1496","Palau","C17733","PLW","['PLW', 'PALAU']","Palau","A country in the Pacific, comprising a group of islands in the North Pacific Ocean, southeast of the Philippines.","False","54c1f3b3-0868-477d-9862-8a3993ed8eb3","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17733"
"1497","Papua New Guinea","C16952","PNG","['PNG', 'PAPUA NEW GUINEA']","Papua New Guinea","A country in Southeastern Asia, comprising a group of islands and including the eastern half of the island of New Guinea, between the Coral Sea and the South Pacific Ocean, east of Indonesia.","False","4cb01f7e-ee60-4779-b6e9-1115bc54dcd3","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16952"
"1498","Poland","C17002","POL","['POL', 'POLAND']","Poland","A country in Central Europe, east of Germany.","False","6de5a206-e84d-403e-b1aa-9562f3273cad","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17002"
"1499","Puerto Rico","C17043","PRI","['PRI', 'PUERTO RICO']","Puerto Rico","An island between the Caribbean Sea and the North Atlantic Ocean, east of the Dominican Republic.","False","55ee29a0-ddb5-476d-a451-cea054f8a9a3","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17043"
"1500","North Korea","C16773","PRK","['PRK', 'NORTH KOREA']","North Korea","A country in Eastern Asia, occupying the northern half of the Korean Peninsula, bordering the Korea Bay and the Sea of Japan, between China and South Korea.","False","a32f1197-1f99-4eae-9dec-ea2c8b13020d","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16773"
"1501","Portugal","C17006","PRT","['PRT', 'PORTUGAL']","Portugal","A country in Southwestern Europe, bordering the North Atlantic Ocean, west of Spain.","False","b4a7a1f6-8340-4aad-91db-a60b49f07da1","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17006"
"1502","Paraguay","C16953","PRY","['PRY', 'PARAGUAY']","Paraguay","A country in Central South America, northeast of Argentina.","False","c7fa150e-a3aa-48ff-8154-0e0c362dadea","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16953"
"1503","Palestinian Territory, Occupied","C20110","PSE","['PSE', 'PALESTINIAN TERRITORY, OCCUPIED']","Palestinian Territory, Occupied","A collective name for the West Bank and the Gaza Strip, two territories in Palestine.","False","4b691afd-a986-4276-b420-310566b9b78d","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C20110"
"1504","French Polynesia","C16594","PYF","['PYF', 'FRENCH POLYNESIA']","French Polynesia","An archipelago in the South Pacific Ocean, about one-half of the way from South America to Australia.","False","ac59e64a-50dd-4239-94a5-e19e48d0c652","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16594"
"1505","Qatar","C17045","QAT","['QAT', 'QATAR']","Qatar","A country in the Middle East, occupying a peninsula bordering the Persian Gulf and Saudi Arabia.","False","9661f0f5-dd6d-4a6c-a5a9-f4e71cbe9236","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17045"
"1506","Reunion","C17095","REU","['REU', 'REUNION']","Reunion","An Southern Africa, occupying an island in the Indian Ocean, east of Madagascar.","False","cd3f5c86-b039-4421-aba6-cd7fcb749f64","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17095"
"1507","Romania","C17108","ROU","['ROU', 'ROMANIA']","Romania","A country in Southeastern Europe, bordering the Black Sea, between Bulgaria and Ukraine.","False","6a15917b-4fae-4e0a-adb3-e1d72b21a101","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17108"
"1508","Russia","C17111","RUS","['RUS', 'RUSSIAN FEDERATION']","Russia","A country in Northern Asia (that part west of the Urals is sometimes included with Europe), bordering the Arctic Ocean, between Europe and the North Pacific Ocean.","False","85388d01-ea7b-42bf-9245-f91c47133f0b","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17111"
"1509","Rwanda","C17112","RWA","['RWA', 'RWANDA']","Rwanda","A country in Central Africa, east of Democratic Republic of the Congo.","False","4993613a-d6a8-4174-831e-ec8c75ff5a7a","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17112"
"1510","Saudi Arabia","C17117","SAU","['SAU', 'SAUDI ARABIA']","Saudi Arabia","A country in the Middle East, bordering the Persian Gulf and the Red Sea, north of Yemen.","False","c050772d-0d03-406a-9332-47a427c48530","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17117"
"1511","Serbia","C64377","SCG","['SCG', 'SERBIA']","Serbia","A republic in Southeastern Europe, bordering the Adriatic Sea, between Albania and Bosnia and Herzegovina. Formerly part of Serbia and Montenegro (Federation Republic of Yugoslavia).","False","dd5d9c7c-ea94-4fc3-9f60-949d5deead19","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C64377"
"1512","Sudan","C17170","SDN","['SDN', 'SUDAN']","Sudan","A country in Northern Africa, bordering the Red Sea, between Egypt and Eritrea.","False","d9cb59eb-d38c-4caa-b62c-38959d5d4e2a","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17170"
"1513","Senegal","C17121","SEN","['SEN', 'SENEGAL']","Senegal","A country in Western Africa, bordering the North Atlantic Ocean, between Guinea-Bissau and Mauritania.","False","553a0bcd-3798-49d6-85f3-f1d3233750b6","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17121"
"1514","Singapore","C17134","SGP","['SGP', 'SINGAPORE']","Singapore","A country in Southeastern Asia, comprised of islands between Malaysia and Indonesia.","False","3f1d11dc-d1f3-4394-b9be-536913d85d3a","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17134"
"1515","South Georgia and the South Sandwich Islands","C20111","SGS","['SGS', 'SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS']","South Georgia and the South Sandwich Islands","A group of islands in the South Atlantic Ocean, east of the tip of South America.","False","23ada2a4-6f5e-48a4-8d10-2bd286dee9c9","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C20111"
"1516","Saint Helena","C17164","SHN","['SHN', 'SAINT HELENA']","Saint Helena","Islands in the South Atlantic Ocean, about midway between South America and Africa.","False","643203c5-7359-4b8c-bc94-744cacfe1046","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17164"
"1517","Svalbard and Jan Mayen","C17178","SJM","['SJM', 'SVALBARD AND JAN MAYEN']","Svalbard and Jan Mayen","Islands between the Arctic Ocean, Barents Sea, Greenland Sea, and Norwegian Sea, northeast of Iceland and north of Norway.","False","88ed72cb-0ba4-429a-8dd4-e83f4b720146","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17178"
"1518","Solomon Islands","C17148","SLB","['SLB', 'SOLOMON ISLANDS']","Solomon Islands","A group of islands in the South Pacific Ocean, east of Papua New Guinea.","False","90a6344b-64dc-4b0f-8a2a-7e15acde5406","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17148"
"1519","Sierra Leone","C17130","SLE","['SLE', 'SIERRA LEONE']","Sierra Leone","A country in Western Africa, bordering the North Atlantic Ocean, between Guinea and Liberia.","False","29220ef2-5feb-4520-86e3-dc9af5a3bb67","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17130"
"1520","El Salvador","C16532","SLV","['SLV', 'EL SALVADOR']","El Salvador","A country in Central America, bordering the North Pacific Ocean, between Guatemala and Honduras.","False","43020563-e9be-4952-8f85-e8eac149ccde","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16532"
"1521","San Marino","C17115","SMR","['SMR', 'SAN MARINO']","San Marino","A country in Southern Europe, an enclave in central Italy.","False","eb8b7e4b-44ce-4f00-a179-4c87980b6e17","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17115"
"1522","Somalia","C17149","SOM","['SOM', 'SOMALIA']","Somalia","A country in Eastern Africa, bordering the Gulf of Aden and the Indian Ocean, east of Ethiopia.","False","36305659-2923-4b25-b157-4758069c051e","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17149"
"1523","Saint Pierre and Miquelon","C17165","SPM","['SPM', 'SAINT PIERRE AND MIQUELON']","Saint Pierre and Miquelon","A country in Northern North America, comprised of islands in the North Atlantic Ocean, south of Newfoundland (Canada).","False","89e84270-5dc7-4651-93ee-5dbffe386eb1","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17165"
"1524","Sao Tome and Principe","C17116","STP","['STP', 'SAO TOME AND PRINCIPE']","Sao Tome and Principe","A country in Western Africa, comprised of islands in the Gulf of Guinea, straddling the Equator, west of Gabon.","False","a40ac0ad-a048-41f3-8696-20407fd47e61","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17116"
"1525","Suriname","C17175","SUR","['SUR', 'SURINAME']","Suriname","A country in Northern South America, bordering the North Atlantic Ocean, between French Guiana and Guyana.","False","5fcf73bf-f5c2-4ad9-ba69-16e4f5dc414a","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17175"
"1526","Slovakia","C17669","SVK","['SVK', 'SLOVAKIA']","Slovakia","A country in Central Europe, south of Poland.","False","682541ea-772d-4171-a4d7-0c61827dc488","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17669"
"1527","Slovenia","C17138","SVN","['SVN', 'SLOVENIA']","Slovenia","A country in Central Europe, bordering the Adriatic Sea, between Austria and Croatia.","False","b0584f1f-0cd1-41bd-a501-237da37fb4fb","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17138"
"1528","Sweden","C17180","SWE","['SWE', 'SWEDEN']","Sweden","A country in Northern Europe, bordering the Baltic Sea, Gulf of Bothnia, Kattegat, and Skagerrak, between Finland and Norway.","False","c088221f-80f1-4af7-b4b2-d513349c6f0c","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17180"
"1529","Swaziland","C17179","SWZ","['SWZ', 'SWAZILAND']","Swaziland","A country in Southern Africa, between Mozambique and South Africa.","False","91baa018-a018-4037-9d8c-0b9bb1d10a20","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17179"
"1530","Seychelles","C17129","SYC","['SYC', 'SEYCHELLES']","Seychelles","A country in Eastern Africa, comprised of a group of islands in the Indian Ocean, northeast of Madagascar.","False","170db352-a750-4cb3-a171-143ce163db5a","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17129"
"1531","Syria","C17182","SYR","['SYR', 'SYRIAN ARAB REPUBLIC']","Syria","A country in the Middle East, bordering the Mediterranean Sea, between Lebanon and Turkey.","False","aa86d89e-fbe0-4063-a77a-c64e874d64d8","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17182"
"1532","Turks and Caicos Islands","C17224","TCA","['TCA', 'TURKS AND CAICOS ISLANDS']","Turks and Caicos Islands","Two island groups in the North Atlantic Ocean, southeast of The Bahamas.","False","f6aa136a-713a-4877-aeb7-6d514300c7b9","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17224"
"1533","Chad","C16412","TCD","['TCD', 'CHAD']","Chad","A country in Central Africa, south of Libya.","False","d71ce57c-dee3-447c-bb0d-f591983d8a1d","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C16412"
"1534","Togo","C17202","TGO","['TGO', 'TOGO']","Togo","A country in Western Africa, bordering the Bight of Benin, between Benin and Ghana.","False","4d43483d-5e72-4ec7-ae63-efdd220d79b8","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17202"
"1535","Thailand","C17192","THA","['THA', 'THAILAND']","Thailand","A country in Southeastern Asia, bordering the Andaman Sea and the Gulf of Thailand, southeast of Burma.","False","459bf8af-c169-494a-9605-64e46ab6e887","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17192"
"1536","Tajikistan","C17183","TJK","['TJK', 'TAJIKISTAN']","Tajikistan","A country in Central Asia, west of China.","False","c262dd82-1e88-48af-8a07-5eb979c17803","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17183"
"1537","Tokelau","C17704","TKL","['TKL', 'TOKELAU']","Tokelau","A group of three atolls in the South Pacific Ocean, about one-half of the way from Hawaii to New Zealand.","False","39224650-607e-482c-b3d9-0da7398c0927","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17704"
"1538","Turkmenistan","C17223","TKM","['TKM', 'TURKMENISTAN']","Turkmenistan","A country in Central Asia, bordering the Caspian Sea, between Iran and Kazakhstan.","False","08afe424-b60b-4382-acc9-c778f5b76310","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17223"
"1539","Timor-Leste","C17200","TLS","['TLS', 'TIMOR-LESTE']","Timor-Leste","A country in Southeastern Asia, northwest of Australia in the Lesser Sunda Islands at the eastern end of the Indonesian archipelago. East Timor includes the eastern half of the island of Timor, the Oecussi (Ambeno) region on the northwest portion of the island of Timor, and the islands of Pulau Atauro and Pulau Jaco.","False","c436545c-280a-4b13-ace4-212df2df327c","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17200"
"1540","Tonga","C17205","TON","['TON', 'TONGA']","Tonga","An archipelago in the South Pacific Ocean, about two-thirds of the way from Hawaii to New Zealand.","False","2bcdc4a5-a13c-42b6-8f38-4531ce312bb8","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17205"
"1541","Trinidad and Tobago","C17217","TTO","['TTO', 'TRINIDAD AND TOBAGO']","Trinidad and Tobago","Islands between the Caribbean Sea and the North Atlantic Ocean, northeast of Venezuela.","False","93232109-a833-4e50-8aad-737665e9028a","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17217"
"1542","Tunisia","C17221","TUN","['TUN', 'TUNISIA']","Tunisia","A country in Northern Africa, bordering the Mediterranean Sea, between Algeria and Libya.","False","b52c8519-cad3-4ba9-8e66-215e8c46f83b","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17221"
"1543","Turkey","C17222","TUR","['TUR', 'TURKEY']","Turkey","A country in southeastern Europe and southwestern Asia (that portion of Turkey west of the Bosporus is geographically part of Europe), bordering the Black Sea, between Bulgaria and Georgia, and bordering the Aegean Sea and the Mediterranean Sea, between Greece and Syria.","False","358678d2-90cf-404f-bf2d-f6795c11a332","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17222"
"1544","Tuvalu","C17225","TUV","['TUV', 'TUVALU']","Tuvalu","An island group consisting of nine coral atolls in the South Pacific Ocean, about one-half of the way from Hawaii to Australia.","False","3e514440-32e5-41d2-9d6c-aea5b3d1ecaf","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17225"
"1545","Taiwan","C17184","TWN","['TWN', 'TAIWAN']","Taiwan","A group of islands bordering the East China Sea, Philippine Sea, South China Sea, and Taiwan Strait, north of the Philippines, off the southeastern coast of China.","False","299ea12b-7b5d-4d96-9785-533d8d16da6e","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17184"
"1546","Tanzania","C17185","TZA","['TZA', 'TANZANIA, UNITED REPUBLIC OF']","Tanzania","A country in Eastern Africa, bordering the Indian Ocean, between Kenya and Mozambique.","False","b83c85ba-9a65-46d3-9a56-6b762bf3c536","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17185"
"1547","Uganda","C17228","UGA","['UGA', 'UGANDA']","Uganda","A country in Eastern Africa, west of Kenya.","False","10c0adf2-7f0d-40af-9ee9-7b87c44e7b6e","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17228"
"1548","Ukraine","C17229","UKR","['UKR', 'UKRAINE']","Ukraine","A country in Eastern Europe, bordering the Black Sea, between Poland and Russia.","False","e426d524-ff0b-47bf-a584-2c8cacd870d1","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17229"
"1549","United States Minor Outlying Islands","C20112","UMI","['UMI', 'UNITED STATES MINOR OUTLYING ISLANDS']","United States Minor Outlying Islands","The U.S. Minor Outlying Islands consist of Baker Island, Howland Island, Jarvis Island, Johnston Atoll, Kingman Reef, Midway Island, Navassa Island, Palmyra Atoll, and Wake Island (Wake Atoll).","False","bba1e0ab-6016-4866-9225-c9d63de37197","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C20112"
"1550","Uruguay","C17244","URY","['URY', 'URUGUAY']","Uruguay","A country in Southern South America, bordering the South Atlantic Ocean, between Argentina and Brazil.","False","c38898e1-519c-417c-80fd-ec01bde41529","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17244"
"1551","United States","C17234","USA","['USA', 'UNITED STATES']","United States","A country in North America, bordering both the North Atlantic Ocean and the North Pacific Ocean, between Canada and Mexico.","False","80a97df4-326b-4e0f-a054-7c0a2a171dbc","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17234"
"1552","Uzbekistan","C17246","UZB","['UZB', 'UZBEKISTAN']","Uzbekistan","A country in Central Asia, north of Afghanistan.","False","17c99ee9-85ed-4f81-a6f1-466ec989728c","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17246"
"1553","Holy See","C17249","VAT","['VAT', 'VATICAN CITY STATE']","Holy See","An enclave of Rome (Italy).","False","e462845c-2cd5-4a7c-a464-e46e52c72bee","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17249"
"1554","Saint Vincent and the Grenadines","C17114","VCT","['VCT', 'SAINT VINCENT AND THE GRENADINES']","Saint Vincent and the Grenadines","A country in the Caribbean, comprised of islands in the Caribbean Sea, north of Trinidad and Tobago.","False","0eddf9f3-6255-45a0-965d-ba462dcbd3f4","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17114"
"1555","Venezuela","C17250","VEN","['VEN', 'VENEZUELA']","Venezuela","A country in Northern South America, bordering the Caribbean Sea and the North Atlantic Ocean, between Colombia and Guyana.","False","acbd73b6-d23d-4074-ad62-dfa44190f443","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17250"
"1556","British Virgin Islands","C17653","VGB","['VGB', 'VIRGIN ISLANDS,BRITISH']","British Virgin Islands","Islands between the Caribbean Sea and the North Atlantic Ocean, east of Puerto Rico.","False","e7638215-0b31-4804-8a66-7b50aae8e1fb","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17653"
"1557","United States Virgin Islands","C17255","VIR","['VIR', 'VIRGIN ISLANDS, U.S.']","United States Virgin Islands","Islands between the Caribbean Sea and the North Atlantic Ocean, east of Puerto Rico.","False","e98ab0af-73e7-415f-a98a-1c881c672b95","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17255"
"1558","Vietnam","C17252","VNM","['VNM', 'VIETNAM']","Vietnam","A country in Southeastern Asia, bordering the Gulf of Thailand, Gulf of Tonkin, and South China Sea, alongside China, Laos, and Cambodia.","False","96614ca1-b684-4f35-a6b1-ef0894aa8c65","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17252"
"1559","Vanuatu","C17247","VUT","['VUT', 'VANUATU']","Vanuatu","A group of islands in the South Pacific Ocean, about three-quarters of the way from Hawaii to Australia.","False","57d7b0ce-37a9-40e5-b1c7-a329271fd785","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17247"
"1560","Wallis and Futuna Islands","C17259","WLF","['WLF', 'WALLIS AND FUTUNA']","Wallis and Futuna Islands","Islands in the South Pacific Ocean, about two-thirds of the way from Hawaii to New Zealand.","False","6558bebf-07db-44ae-87f3-b4e1113182bd","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17259"
"1561","Samoa","C17740","WSM","['WSM', 'SAMOA']","Samoa","A group of islands in the South Pacific Ocean, about one-half of the way from Hawaii to New Zealand.","False","669df80b-a507-4c1a-abc1-c2f47305cadf","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17740"
"1562","Yemen","C17264","YEM","['YEM', 'YEMEN']","Yemen","A country in the Middle East, bordering the Arabian Sea, Gulf of Aden, and Red Sea, between Oman and Saudi Arabia.","False","addf98a1-8785-4d8a-8b55-2f9863cf2953","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17264"
"1563","South Africa","C17151","ZAF","['ZAF', 'SOUTH AFRICA']","South Africa","A country in Southern Africa, at the southern tip of the continent of Africa.","False","6eac72d2-88de-423c-89df-6f41010020f5","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17151"
"1564","Zambia","C17267","ZMB","['ZMB', 'ZAMBIA']","Zambia","A country in Southern Africa, east of Angola.","False","25737e80-fa26-4fab-b9e8-eece02df94e9","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17267"
"1565","Zimbabwe","C17268","ZWE","['ZWE', 'ZIMBABWE']","Zimbabwe","A country in Southern Africa, between South Africa and Zambia.","False","8b0061c1-9bf3-4dd7-885a-f1d83d7c513d","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66786/C17268"
"1566","Diagnosis Group","C66787","TDIGRP","['TDIGRP', 'Diagnosis Group']","CDISC SDTM Diagnosis Group Terminology","A grouping of individuals on the basis of a shared procedure or disease, or lack thereof (e.g. healthy volunteers, type 2 diabetic subjects, subjects with renal cell cancer).  Standardized naming systems are available that define the groups within which a subject should be placed. (NCI)","False","cadf9e61-3ee2-4009-a6b5-450077280495","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66787"
"1567","Healthy Subject","C49651","HEALTHY SUBJECTS","['HEALTHY SUBJECTS']","Healthy Subject","An individual who is or becomes a participant in a research study and has no significant health-related issues.  (NCI)","False","229b4bc6-4f1a-4c45-8ee8-6cb49259f6ea","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66787/C49651"
"1568","Dictionary Name","C66788","DICTNAM","['DICTNAM', 'Dictionary Name', 'Name of Dictionary']","CDISC SDTM Dictionary Name Terminology","A name given to a reference source that lists words and gives their meaning. (NCI)","False","04696a79-f5d7-497c-a72d-1cf132fdaedc","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66788"
"1569","Thesaurus of Adverse Reaction Term Coding Symbols","C49471","COSTART","['COSTART', 'Coding Symbols for a Thesaurus of Adverse Reaction Terms']","Thesaurus of Adverse Reaction Term Coding Symbols","A terminology developed and used by the Food and Drug Administration (FDA) for the coding, filing and retrieving of post marketing adverse reaction reports. (NCI)","False","a4441902-3115-4429-a320-a751212ad57e","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66788/C49471"
"1570","International Classification of Diseases","C49474","ICD","['ICD', 'International Classification of Diseases']","International Classification of Diseases","A system of categories to which morbid entries are assigned according to established criteria. Included is the entire range of conditions in a manageable number of categories, grouped to facilitate mortality reporting. It is produced by the World Health Organization (from ICD-10, p1). The Clinical Modifications, produced by the United States Dept. of Health and Human Services, are larger extensions used for morbidity and general epidemiological purposes, primarily in the U.S. (MSH2005_2004_10_12)","False","d35f9e9a-d16b-4599-85fb-057d4881c9f3","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66788/C49474"
"1571","Logical Observation Identifiers Names and Codes","C49476","LOINC","['LOINC', 'Logical Observation Identifiers Names and Codes']","Logical Observation Identifiers Names and Codes","Published by the The Regenstrief Institute, the Logical Observation Identifiers Names and Codes covers clinical and clinical laboratory terminology. (NCI)","False","6f3fef50-cd7d-4e4a-9ba0-93c2442747d4","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66788/C49476"
"1572","MedDRA","C43820","MedDRA","['MedDRA', 'Medical Dictionary for Regulatory Activities']","MedDRA","MedDRA is an international medical terminology designed to support the classification, retrieval, presentation, and communication of medical information throughout the medical product regulatory cycle. MedDRA was developed under the auspices of the International Conference on Harmonisation of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH). The MedDRA Maintenance and Support Services Organization (MSSO) holds a contract with the International Federation of Pharmaceutical Manufacturers Associations (IFPMA) to maintain and support the implementation of the terminology. (NCI)","False","27fd4b16-daf2-4afd-b765-1bf11dc4a454","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66788/C43820"
"1573","Systematized Nomenclature of Medicine","C53489","SNOMED","['SNOMED', 'Systematized Nomenclature of Medicine']","Systematized Nomenclature of Medicine","A multiaxial, hierarchical classification system for diseases in man developed by the College of American Pathologists. (NCI)","False","1b237297-8218-4733-9118-b4d6ffcc70da","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66788/C53489"
"1574","World Health Organization Adverse Reaction Terminology","C49468","WHOART","['WHOART', 'World Health Organization Adverse Reaction Terms']","World Health Organization Adverse Reaction Terminology","A terminology implemented by the World Health Organization to describe adverse reactions to a prescribed medication or treatment regimen. (NCI)","False","dba2d221-216a-48b9-9ba7-558d3b147fb2","dataset/cdisc/ct/sc/2007-04-20/sdtm/C66788/C49468"
